,alpha,beta,count_entropy,crossing_points,entropy,flat_spots,frequency,hurst,intervals_mean,intervals_sd,lumpiness,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,arch_lm,x_pacf5,diff1x_pacf5,diff2x_pacf5,sparsity,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,unitroot_kpss,unitroot_pp
nn5_107,0.0275886254338215,1.5280987135459041e-13,-37280.72895255601,270.0,0.7260577360440317,5.0,1.0,0.7216033815060164,51.142857142857146,52.8479053407143,0.0021759963921303,0.1151482497637225,0.0323350774526298,-0.4230769230769231,0.2056213017751479,-0.6216216216216215,0.4191015339663987,0.0339327779885949,0.0152681264012796,0.4152875992691958,0.907073753846523,0.0205198358413132,0.0024885844748858,0.0,1.0,0.0072881379906039,3.4076128252031935e-08,-0.1359747130414366,0.0740529215389128,0.1086282533029611,0.0314924050062878,0.1431013692288561,-618.712154524386
nn5_108,0.0292187494651624,0.0164129421551059,-64284.44559986013,275.0,0.6213385980901046,4.0,1.0,0.5732058431257756,55.15384615384615,39.437389521971305,0.0021180731721066,0.1260940301001202,0.0976191495593412,-0.4166666666666667,0.2604166666666667,-0.6176470588235294,0.4809688581314879,0.0883667492832549,0.0178942430558296,0.4104407424523211,0.8637615408542239,0.0191518467852257,0.0026826484018264,0.0,1.0,0.012199017955687,3.166947792998187e-08,0.084664740723223,0.1250899509715714,0.1153314393888335,0.0926922116207839,0.1193658621134041,-609.660408479486
nn5_109,0.2863557814782487,0.0,-52791.39537377884,164.0,0.6696890190099558,6.0,1.0,0.9442807979843556,51.0,52.48003283301037,0.0027171768419865,0.2170542635658914,0.0777187278690944,-0.3461538461538461,0.173076923076923,-0.5714285714285714,0.3614285714285714,0.0758409839332605,0.0533697024701277,0.3445412991901062,0.8080790667174993,0.0232558139534883,0.0034779299847793,0.0,1.0,0.0151240076671982,3.7145512946554346e-08,-0.0146051118997894,0.3133148729027972,0.2050703031310333,0.0730941795066829,0.1934140193774118,-530.6970367145926
nn5_11,0.0243376400832675,0.0,-31414.814471777525,264.0,0.7680686531615198,5.0,1.0,0.711809139775727,65.27272727272727,67.79541416510546,0.0020271717684198,0.2168168855634798,0.1031601648894862,-0.35,0.195,-0.5740740740740741,0.3858024691358024,0.0939335876263994,0.0521021667060458,0.3543831925378393,0.8006991504735363,0.0177838577291381,0.0025951293759512,0.0,1.0,0.018560498016471,2.904808555086276e-08,-0.0489529412928544,-0.0842552845972067,0.2020435979998427,0.0940718730620251,0.1124373391570451,-536.2060123111942
nn5_110,1.4901161193847656e-08,8.086681045755024e-10,-30450.76598039616,245.0,0.6690931260327098,5.0,1.0,0.5746405772401432,47.333333333333336,48.85644666727597,0.0035323298945825,0.3135745618260405,0.1260456419830666,-0.3214285714285714,0.1454081632653061,-0.5675675675675675,0.3398466033601168,0.1180432063239428,0.1011746669580874,0.2965290084010161,0.7697114650148906,0.0287277701778385,0.0054109589041095,0.0,1.0,0.0123966225234565,4.5209853249530436e-08,0.0183097215969444,-0.0056023697806713,0.3050081142381108,0.1182514766980844,0.0571401848568441,-481.97576822071807
nn5_12,9.591935937739972e-05,1.946214476618449e-10,-41460.51245178349,277.0,0.7061391321329055,5.0,1.0,0.644984447577511,51.142857142857146,48.64764543730156,0.0021759963921303,0.1151482497637225,0.0317960968732413,-0.4230769230769231,0.2056213017751479,-0.6216216216216215,0.4191015339663986,0.0311454041525336,0.0153165493470064,0.3937615736387851,0.9033759288164072,0.0205198358413132,0.0024885844748858,0.0,1.0,0.0184713723588304,3.3190495417705765e-08,0.0440817549349569,0.0739107269726053,0.0985745422441051,0.0312375268732098,0.099931840100038,-612.7720593823078
nn5_13,2.317348516698469e-05,6.217786122975907e-12,-37793.13734885719,301.0,0.7368365433107159,4.0,1.0,0.682218544782062,65.18181818181819,51.05255758885775,0.0024622301144371,0.2717405732362031,0.1107083129103547,-0.3,0.155,-0.5384615384615385,0.323224852071006,0.1072149907593508,0.0848178010649002,0.3535525451905372,0.7978311598692263,0.0191518467852257,0.003238203957382,0.0,1.0,0.0075317020444045,3.209499953302027e-08,-0.0525713109437174,0.012420089907523,0.2662184973860174,0.1062627214439593,0.0366404413062676,-493.85241654762666
nn5_14,1.4945479753144384e-08,3.2471150371260432e-12,-37199.0374628352,245.0,0.6078663220882973,4.0,1.0,0.7379355818944536,51.07142857142857,40.73453323412701,0.0024623240693763,0.169287569475668,0.091829994714006,-0.3846153846153846,0.2470414201183431,-0.5833333333333334,0.4263117283950617,0.0882200444993044,0.036125362095766,0.3926336481167573,0.8655698727975485,0.0218878248974008,0.0031240487062404,0.0,1.0,0.014526422809609,3.545781530800892e-08,0.0027762050295324,0.1950627242537539,0.157074766122684,0.0830775994182047,0.1098959994170098,-602.8662916535296
nn5_15,1.820420098264013e-08,3.9648413083621593e-13,-50142.932394383366,283.0,0.6042122148346534,4.0,1.0,0.7963341916237356,23.93103448275862,27.21597618322575,0.0052446116842362,0.2028244887834807,0.0807804551471976,-0.4107142857142857,0.1913265306122448,-0.6329113924050633,0.4322624579394328,0.073924615671003,0.0437964032156516,0.3508654214055696,0.8432370913278557,0.0506155950752394,0.0089231354642313,0.0,1.0,0.0183485956157338,6.9261888274092e-08,0.2688030565254895,0.2465440825255556,0.1879464600024826,0.0728361701762429,0.2652078072993933,-569.9749820635702
nn5_16,0.0506044415480705,3.620136843052085e-11,-57918.25431947924,273.0,0.7191186878753176,5.0,1.0,0.761484628673728,55.0,39.27042992719416,0.0024623240693763,0.2331861708742693,0.071906411959348,-0.3333333333333333,0.1493055555555555,-0.5625,0.3271484375,0.0714103270558804,0.0616129484994784,0.3369357391576591,0.8098703085528024,0.0218878248974008,0.0031240487062404,0.0,1.0,0.0163412294181782,3.5358619980969734e-08,-0.0848781368710328,0.1322622826680468,0.2205503000019315,0.0673409328384858,0.1534253644904457,-519.9870880809855
nn5_17,5.319888712163919e-08,1.5756677915483043e-08,-60295.539446046736,287.0,0.6769373852492149,5.0,1.0,0.4837383138465115,33.666666666666664,25.542774581735117,0.0031788714132701,0.1383316854257245,0.0442592527293152,-0.4,0.203125,-0.6071428571428571,0.4122289540816326,0.0452199937544517,0.0241822231851266,0.3833833914753154,0.8686556763177944,0.0328317373461012,0.003904109589041,0.0,1.0,0.0062894055146088,5.1335402815768834e-08,-0.0672528726293452,0.0825223605655846,0.1328754005059841,0.0435897914020933,0.0392580291871212,-582.3473734517393
nn5_18,0.024764439110728,0.0030663499538348,-64212.358629096736,275.0,0.6065080414896893,5.0,1.0,0.5256011622433452,30.565217391304348,26.352205508796903,0.0037652911663566,0.1829367758880323,0.0618372179088896,-0.3863636363636363,0.1890495867768594,-0.5983606557377049,0.3846412254770223,0.0594970943816479,0.0365417444846344,0.3675870900858323,0.8527194211182709,0.0383036935704514,0.0048972602739726,0.0,1.0,0.0143721313699893,5.662408034924517e-08,0.1692196691220584,-0.2202633889699819,0.1709469982144977,0.0577318446291192,0.0922240015596171,-574.3790074352031
nn5_19,1.4901161193847656e-08,2.392697602769543e-10,-35649.430499546186,279.0,0.8012340303561049,5.0,1.0,0.5657767500702668,51.07142857142857,52.13660206347624,0.002288460454366,0.1692875694756679,0.108134734554585,-0.3846153846153846,0.1967455621301775,-0.5972222222222222,0.3831018518518518,0.086379836972565,0.0321652695499965,0.4029337593416696,0.8392040218174868,0.0218878248974008,0.0028462709284627,0.0,1.0,0.0187379430066332,3.5043763957808955e-08,-0.1650379028956451,-0.0105871772849815,0.1533942584326858,0.0982503283274886,0.1390759532279375,-575.2746988451793
nn5_2,0.0404305902360039,0.0161684247439595,-48230.83441329744,234.0,0.622381566673921,4.0,1.0,0.7340140355119529,33.476190476190474,31.77675101016315,0.003723434240938,0.2214960118156893,0.0764453549889449,-0.3902569871984701,0.172527948162788,-0.6283262281701236,0.4301929264469261,0.0717630896740887,0.0545133779821471,0.2999927896778692,0.7513093431045268,0.0383036935704514,0.0048630136986301,0.0,1.0,0.0224676906940231,5.552664129947357e-08,0.3256664488426823,0.0387760828392561,0.2031042253012139,0.0710182775706834,0.2893395264061447,-543.555136455396
nn5_20,1.4901163470727567e-08,7.9117465349119205e-22,-33734.15239105052,271.0,0.7378067948981065,5.0,1.0,0.5508528103130399,79.88888888888889,77.0542738017244,0.0021292068324031,0.322183937132119,0.1430593780758381,-0.3125,0.14453125,-0.5714285714285715,0.3463718820861678,0.1593974346905902,0.106408589240519,0.2896098268157659,0.7473670191591981,0.0164158686730506,0.0030593607305936,0.0,1.0,0.0178357100259709,2.6860808866454463e-08,0.1342088210526372,-0.0654314933248474,0.3097353519992803,0.1306045448778233,0.1304565122115333,-469.0148646226474
nn5_21,1.4901161193847656e-08,1.749236498485788e-09,-35243.08105122328,273.0,0.6949358525100644,4.0,1.0,0.7043113225028537,55.07692307692308,60.52473535459358,0.0024069846101809,0.183211564475082,0.0689000040456043,-0.375,0.2083333333333333,-0.5757575757575757,0.3744260789715334,0.0782854881327594,0.0537338176655614,0.4072847644005924,0.910748266410658,0.0205198358413132,0.0033219178082191,0.0,1.0,0.0138753319200389,3.3411348345731624e-08,0.0201800726930496,0.1588530074554096,0.1717032177360229,0.059515509045932,0.1086797314385496,-610.8167615637028
nn5_22,0.0161633743274451,0.0,-19056.40312752872,263.0,0.6924154845308212,5.0,1.0,0.924374995393448,47.66666666666666,40.86330289892784,0.0021144089294774,0.1053889680770665,0.0286374562646931,-0.4285714285714285,0.1964285714285713,-0.625,0.405625,0.025818517104183,0.0132818507129374,0.4196031894551832,0.9156778851776148,0.0218878248974008,0.0025684931506849,0.0,1.0,0.0129462413158196,3.5618367329314164e-08,-0.1300816803946151,0.0886326515105057,0.0936800882335334,0.0268909689417938,0.1276421374353479,-623.9813529593514
nn5_23,0.1210595283373397,0.0,-72723.25764244887,235.0,0.7305458899577583,5.0,1.0,0.8875993392431799,65.27272727272727,55.34634750205457,0.0021984986000714,0.2168168855634798,0.0792734512002917,-0.4,0.18,-0.6249999999999999,0.4164540816326529,0.0793486473514286,0.0486569946147189,0.3526934040043734,0.840345860929952,0.0177838577291381,0.002872907153729,0.0,1.0,0.0089227413180209,2.9877111460426215e-08,-0.0156854228877933,-0.0041579544812579,0.2098352025697301,0.0737108078134599,0.0444495821824846,-563.3420895040254
nn5_24,0.0079739381539682,2.0246811579929945e-13,-36266.94689596642,247.0,0.7754175706195116,5.0,1.0,0.6479770575501639,55.0,45.794832313992224,0.0026359997745081,0.2331861708742693,0.0894343855155122,-0.3333333333333333,0.1736111111111111,-0.5625,0.35791015625,0.0873749081244196,0.0616129484994784,0.3369357391576591,0.7924860247312119,0.0218878248974008,0.0034018264840182,0.0,1.0,0.008537548308943,3.6003660317498495e-08,-0.0716637739859915,0.0297337474723269,0.2266570641288115,0.0859899272090593,0.1043815758490579,-518.4331077703754
nn5_25,0.0655530163896404,2.2378606918592567e-09,-26607.781757987977,187.0,0.607504673167671,6.0,1.0,1.319730547355617,79.77777777777777,74.92292335757091,0.0023965556119285,0.373448554729968,0.1711003440070603,-0.25,0.125,-0.525,0.2962499999999999,0.1631024164199632,0.1482246111736526,0.2599049415023849,0.6968649592735618,0.0177838577291381,0.0034284627092846,0.0,1.0,0.0103547000170465,2.967475575815952e-08,-0.0468697266231878,0.1003996639312109,0.3669012733169652,0.1631932562277312,0.0870453069206359,-419.89509676930186
nn5_26,0.0819935668557379,1.7451656659683913e-13,-13809.660468626707,236.0,0.7356422351079988,5.0,1.0,0.8084810929253209,90.25,66.4029904662218,0.0014573820395738,0.2125098788683374,0.1111884135501452,-0.3571428571428571,0.1785714285714285,-0.5789473684210527,0.3580332409972299,0.0906802594467056,0.0490253032021653,0.3743545553396506,0.8153626504927786,0.0123119015047879,0.0019292237442922,0.0,1.0,0.0122287562318476,2.1033352463821293e-08,-0.0563615609175373,0.1043404321762105,0.2027702033559396,0.1021546526006998,0.1687440554072671,-547.716395644617
nn5_27,1.490981659700911e-08,2.01217248334932e-10,-33209.4314495076,271.0,0.6695659483856604,5.0,1.0,0.6597539145155583,72.0,46.98463105692707,0.0016641298833079,0.1692972819853805,0.0705215301484011,-0.3888888888888889,0.1820987654320988,-0.6,0.3763999999999999,0.0596044599927569,0.0310374304651067,0.3916645828291083,0.857085274146046,0.015047879616963,0.0021308980213089,0.0,1.0,0.0103742008323486,2.5502998124359706e-08,0.0156662173876959,0.0798201130379078,0.1606210091169649,0.0650633652726177,0.0868419798399459,-581.555270257866
nn5_28,1.4901166653725817e-08,8.382910390030957e-09,-54223.398299085406,236.0,0.6309864497499156,5.0,1.0,0.7403763587545117,65.18181818181819,60.72860640887157,0.0021984986000714,0.2003120018076317,0.0881318012655167,-0.3333551679733192,0.1768939363229058,-0.563650455722605,0.3719194030064198,0.0865314449283913,0.0442333261017601,0.2821096671005969,0.6705793232432926,0.0191518467852257,0.002872907153729,0.0,1.0,0.0094070296694753,3.1807969986521025e-08,-0.0405516580765694,0.133069481530311,0.1927136136477995,0.0831880355349016,0.0921995261067551,-538.3393954203856
nn5_29,1.4901161193847656e-08,7.864206888068275e-11,-48370.82862029693,239.0,0.6263385406688067,6.0,1.0,0.935332306106088,54.92307692307692,42.71506669872966,0.0025426555424018,0.2772783532017459,0.1379722410390682,-0.2916666666666667,0.1875,-0.5322580645161291,0.3540582726326744,0.1313300732750346,0.0898468833804661,0.3363650737452603,0.7501066403355464,0.0232558139534883,0.0032001522070015,0.0,1.0,0.0057745687025743,3.822192355797721e-08,0.0606011719504024,0.1958162513870804,0.2731470381213856,0.1347543599012388,0.0640283252927392,-481.5326036429466
nn5_3,0.0057390532582353,0.0008490321917269,-46064.25915541447,241.0,0.6894676457508238,4.0,1.0,0.7506274792214247,59.75,58.83432053425341,0.0021180731721066,0.1989173016681617,0.0639379400983336,-0.3636363636363636,0.1632231404958677,-0.5833333333333334,0.3516666666666667,0.0683222445925371,0.0438485527199303,0.3626203240669773,0.8375617251672297,0.0191518467852257,0.0026826484018264,0.0,1.0,0.0064771016415987,3.205152705006797e-08,-0.0612969890540653,0.0429259457416601,0.193664318188004,0.061399153751219,0.0969772351678332,-551.9347933871805
nn5_30,1.4901265571466432e-08,1.0570607597960988e-19,-38089.2044985478,280.0,0.7095383535596184,4.0,1.0,0.6770468506404116,30.608695652173918,28.557341247574765,0.0035024522239134,0.1538827196958181,0.1049678048960279,-0.3863636363636363,0.3016528925619834,-0.5983606557377049,0.556772373018006,0.1111078961000219,0.030273433532873,0.3693074315114854,0.8270662658391753,0.0369357045143638,0.0043074581430745,0.0,1.0,0.0077161023111291,5.6209253326964765e-08,-0.052918102715031,-0.0490617071162823,0.1472951429380485,0.1042829653240061,0.0635728622398746,-562.9106890313955
nn5_31,0.025772452536264,7.537219655079959e-13,-46805.47088107412,259.0,0.6953099320966634,4.0,1.0,0.9655958696018324,72.0,74.21140972474066,0.0016641298833079,0.1692972819853805,0.1102688933001204,-0.3888888888888889,0.2253086419753086,-0.6,0.4268,0.0941051720810411,0.0310374304651067,0.3916645828291083,0.8345741060531411,0.015047879616963,0.0021308980213089,0.0,1.0,0.0157562069221713,2.5189454298962552e-08,-0.0786888690431932,0.0878625660173719,0.1560057930638222,0.101177985651857,0.1613287599988112,-579.925654910301
nn5_32,0.0285909255504832,0.0245060146824184,-42449.154341555215,253.0,0.6773408491340431,4.0,1.0,0.5776345846029363,37.42105263157895,33.2955048508782,0.00237255012496,0.0746450635989848,0.0118086782405711,-0.4444444444444445,0.2083333333333333,-0.6346153846153847,0.4249260355029586,0.0134156794271994,0.0090386066859131,0.4265333823363865,0.9668185342152132,0.027359781121751,0.0025722983257229,0.0,1.0,0.0091109813488546,4.3648754990777784e-08,-0.09331226450617,0.0500339555987078,0.0661582686680214,0.0130440906783691,0.0848281058128299,-648.8753787014886
nn5_33,1.5630162100090168e-08,9.863679966505825e-09,-73430.70887698884,233.0,0.7311820230618418,5.0,1.0,0.7305528728785038,47.266666666666666,34.42272228519717,0.0034570719882744,0.3438477941593059,0.1394706802752186,-0.2857142857142857,0.1326530612244897,-0.5555555555555556,0.3406635802469135,0.1387123577380172,0.1239941594793071,0.2563147746136873,0.7198813172764972,0.0300957592339261,0.004634703196347,0.0,1.0,0.0138147873217294,4.6722737437599184e-08,-0.079396950509806,0.2236389022893117,0.3347721053660014,0.1339578577194117,0.0775554093034218,-440.9516368587331
nn5_34,1.4901161193847656e-08,9.121663090132375e-10,-40225.25166104306,259.0,0.5987826129066965,3.0,1.0,0.6924662802080196,59.75,50.08560852997777,0.0021180731721066,0.1989173016681617,0.0788733781112861,-0.3636363636363636,0.159090909090909,-0.5833333333333334,0.3497222222222222,0.0681842331680778,0.0475120343191157,0.3977281331644464,0.8613391250464819,0.0191518467852257,0.0026826484018264,0.0,1.0,0.0104768544281509,3.183129231107084e-08,-0.0754584497543906,0.0578236641948399,0.1904573908798555,0.0722880850861229,0.0804430497379706,-566.2289637078903
nn5_35,1.4905748326120132e-08,2.10601922317792e-10,-20619.975044213446,287.0,0.7452623380658421,4.0,1.0,0.7273502801827108,37.31578947368421,35.56848266463341,0.0028872352819587,0.156387863398952,0.0427439570642494,-0.3888888888888889,0.1790123456790123,-0.6,0.3805999999999999,0.0419109029340157,0.029296776730736,0.3744175003778752,0.8637139407642235,0.0300957592339261,0.0035235920852359,0.0,1.0,0.0114916916593292,4.7087283265540347e-08,0.1065208075244672,-0.0288099298640804,0.1466217471526978,0.0422076083598291,0.0951352906557404,-572.3942107284018
nn5_36,0.0955224297755688,0.0,-26864.852624670428,236.0,0.6075921489865779,4.0,1.0,0.8049989686330495,47.266666666666666,48.527557217768646,0.0035995546535881,0.3438477941593059,0.1741688067258506,-0.2857142857142857,0.1301020408163265,-0.5416666666666667,0.3074845679012347,0.1461894864990732,0.1267483691626351,0.2949831638808867,0.7408291930737286,0.0300957592339261,0.0054680365296803,0.0,1.0,0.0161227895922534,4.6043466136209675e-08,-0.2851032919749406,0.1182868332698088,0.3331047168696952,0.1577136036394308,0.2806351035230519,-456.1949236420071
nn5_37,0.0295349310892875,0.0289358964541669,-65623.44673276966,247.0,0.7307240102916134,4.0,1.0,0.7354253067596421,59.66666666666666,42.356352605726165,0.0023781874213127,0.2512748791864413,0.0834334347979142,-0.3181818181818182,0.146694214876033,-0.5517241379310345,0.3177764565992865,0.0829388129402405,0.0718557481006184,0.3287255439937063,0.793246695413421,0.0205198358413132,0.0030441400304414,0.0,1.0,0.0153253815713563,3.3479789884183615e-08,-0.0720546560844232,0.1378648414710816,0.2396993728693368,0.0780468567696446,0.0950573496805252,-506.0385469976008
nn5_38,8.962390106812896e-06,3.0190667779711193e-10,-38098.37520886393,275.0,0.7321661684188109,5.0,1.0,0.6783387140595959,65.0,69.22282860444234,0.0031391284739838,0.3609833736714722,0.2310874495548637,-0.25,0.17,-0.52,0.326,0.1985309143138208,0.1410122078865783,0.2907228619795585,0.6875675400387218,0.0218878248974008,0.0050684931506849,0.0,1.0,0.0299754663373079,3.4130637977451745e-08,-0.002910687191951,-0.1215781079343504,0.34132764515477,0.2067855974724259,0.0726009581720379,-423.910892812986
nn5_39,1.4901537711136538e-08,1.054910489876665e-09,-33760.1410455967,255.0,0.7479457923783984,5.0,1.0,0.7178829161775968,80.11111111111111,60.7565725754104,0.0015626585489599,0.1888853260879876,0.0877561022087295,-0.3749999999999999,0.1796874999999999,-0.5909090909090909,0.3677685950413223,0.0729174619743334,0.0385697559540758,0.3835660327113516,0.838327063586099,0.0136798905608755,0.0020319634703196,0.0,1.0,0.0129977373461001,2.313325151054524e-08,-0.0606131336980006,0.1378190197326723,0.1782036030875383,0.0796925908986342,0.1855516158327551,-566.5926364393484
nn5_4,1.4901161193847656e-08,8.58886855621307e-10,-44394.07009320814,245.0,0.68359873825696,5.0,1.0,0.6299145703346753,37.21052631578947,35.05484424816573,0.0035391886051449,0.2244938730730606,0.0633163100439575,-0.3333333333333333,0.1766975308641976,-0.5624999999999999,0.3744574652777777,0.0760801459555869,0.0669425268770959,0.3655756049270394,0.8536877818989033,0.0328317373461012,0.0044596651445966,0.0,1.0,0.0115524927857217,5.0510030047794784e-08,0.0200882548193885,0.1729954711365953,0.2154516461533613,0.0599277094649555,0.075497518694203,-535.1620513560391
nn5_40,1.983059695919993e-06,2.672640178623894e-07,-38535.15410424236,251.0,0.691108115171076,8.0,1.0,0.6823524505832932,35.1,35.39089981158552,0.0045518349399627,0.3177055467729556,0.1504538945912567,-0.3421052631578947,0.1890581717451523,-0.5882352941176471,0.4214725105728566,0.1403863229204316,0.101211310737124,0.2926738966172806,0.7656616678180457,0.0396716826265389,0.0068721461187214,0.0,1.0,0.0180567274258435,5.768212639165783e-08,0.0315237856610077,0.1170578182592839,0.3052673052806068,0.1373807682717361,0.0451996848031928,-492.2029598227684
nn5_41,1.490120778782553e-08,5.080132072253359e-09,-46663.43040760704,245.0,0.6466933786802073,5.0,1.0,0.6261908869810305,59.583333333333336,51.2470989570644,0.0026359997745081,0.2970847722728708,0.1689512246641258,-0.3181818181818182,0.1714876033057851,-0.5689655172413793,0.359988109393579,0.138634213075546,0.0916642993935992,0.3223059554642321,0.7466956101664622,0.0218878248974008,0.0034018264840182,0.0,1.0,0.0133909622514326,3.5546819083877834e-08,-0.107712499842232,0.0264775008027856,0.2876310296107642,0.1585457633623411,0.0957497831589896,-481.9202969098832
nn5_42,1.5097550293499523e-08,0.0,-50661.7735682114,267.0,0.7617351557858094,5.0,1.0,0.6295180713495412,55.0,65.04101270224298,0.0024623240693763,0.2331861708742693,0.108158207585051,-0.3333333333333333,0.1631944444444444,-0.5625,0.33740234375,0.0927456396907132,0.0616129484994784,0.3641053547880302,0.8054270805958165,0.0218878248974008,0.0031240487062404,0.0,1.0,0.0193993148783785,3.4721574916273326e-08,0.0277334468577145,-0.0670683948484296,0.2179381079511604,0.0969798171282476,0.1569737715687472,-522.3514404768861
